unifs_originalFP;unifs_ecceLN;var0;var1;formula
28;43;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
26;39;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
24;41;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
22;37;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
22;37;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
25;42;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
22;37;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
22;36;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
20;33;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
23;38;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
30;49;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
28;45;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
24;33;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
22;29;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
30;37;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
28;33;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
34;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;37;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
22;29;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
20;25;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
25;31;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
28;33;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
26;29;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
34;37;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
35;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;45;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
28;41;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
32;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
30;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;33;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
33;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
34;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
33;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
36;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
25;31;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
30;37;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
33;39;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
32;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
30;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
30;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;33;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
33;39;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
34;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
40;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
38;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
38;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
36;41;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
17;23;true;false;Conj (Neg (Var (S (O))), Var (O))
22;29;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
20;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
23;27;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
25;31;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
17;23;false;true;Conj (Neg (Var (O)), Var (S (O)))
20;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
18;21;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
23;27;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
24;25;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
28;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
26;29;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
25;38;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
27;35;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
28;33;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
37;47;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
28;33;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
31;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
29;31;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
24;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
22;29;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
24;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
22;29;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
32;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
30;37;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
22;29;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
20;25;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
25;31;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
28;33;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
26;29;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
32;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
30;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
30;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
28;33;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
33;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
38;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
36;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
