unifs_ecceLP;unifs_ecceFN;var0;var1;formula
49;57;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
35;40;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
33;38;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
47;53;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;52;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
41;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
41;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
37;44;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
49;57;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
45;53;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
21;22;true;true;Conj (Var (O), Var (S (O)))
17;18;true;_;Conj (Var (O), Var (O))
23;24;true;false;Conj (Var (O), Neg (Var (S (O))))
25;26;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
21;22;true;_;Conj (Var (O), Neg (Neg (Var (O))))
27;28;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
29;30;true;true;Conj (Var (O), Neg (Neg (Neg (Neg (Var (S (O)))))))
25;26;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
37;39;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
33;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
33;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
29;31;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
35;37;true;false;Conj (Var (O), Neg (Neg (Conj (Var (O), Neg (Var (S (O)))))))
41;44;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))))
37;40;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
35;36;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
33;34;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
47;48;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
33;34;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
35;36;true;true;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (S (O))))))
31;32;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
42;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
38;35;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
44;37;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
38;35;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
40;33;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
42;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
42;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
42;37;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
38;33;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
50;44;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
40;44;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
36;40;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
36;40;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
46;52;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
51;57;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
36;40;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
36;39;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
32;36;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
40;50;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
40;50;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
36;46;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
52;55;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
52;56;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (S (O))))
48;52;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
48;51;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
52;56;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
48;52;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
48;51;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
48;52;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
48;51;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
44;48;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
53;56;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
53;57;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
49;52;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
65;69;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
65;67;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
61;65;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
61;65;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
57;61;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
33;35;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
29;31;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
37;39;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
33;35;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
45;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
41;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
53;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
37;40;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
41;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
53;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
49;57;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
29;31;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
25;27;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
31;33;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
33;35;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
29;31;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
35;37;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
41;44;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
37;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
43;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
46;44;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
44;49;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;49;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
40;45;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
56;61;true;true;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
56;60;true;false;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
52;57;true;_;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
41;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
37;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
41;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
53;57;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
49;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
49;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
45;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
37;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
33;36;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
39;42;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
41;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
37;40;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
49;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
45;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
45;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
41;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
47;51;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
53;58;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
49;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
39;45;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
45;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
45;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
41;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
47;55;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
49;58;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
31;36;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
37;42;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
39;45;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
41;48;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
37;44;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
41;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
37;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
49;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
45;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
37;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
33;40;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
39;46;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
41;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
37;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
49;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
45;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
41;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
47;55;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
53;62;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;58;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;27;true;false;Conj (Neg (Var (S (O))), Var (O))
29;33;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;29;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
27;31;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
31;36;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
37;42;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
39;45;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
39;49;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
23;27;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;29;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
21;25;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
27;31;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
29;33;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
25;29;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
39;44;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;41;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
33;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
33;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
29;33;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
40;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
40;40;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;36;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
42;49;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
38;44;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
38;45;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
50;56;false;true;Conj (Neg (Var (O)), Disj (Conj (Var (O), Var (O)), Var (S (O))))
35;40;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
33;38;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
39;44;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
47;53;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;51;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
59;66;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
45;54;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
39;47;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
35;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
33;41;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
35;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
31;39;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
45;54;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;57;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
33;39;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
33;39;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
29;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
37;44;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
33;39;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
29;35;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
33;39;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
45;52;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
41;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
37;44;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
29;35;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
25;31;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
31;37;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
33;39;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
29;35;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
43;49;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
44;53;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
41;48;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
37;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
49;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
37;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
33;40;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
39;46;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
37;44;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
49;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
45;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
41;49;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
45;57;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
41;53;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
