unifs_originalFP;unifs_originalLN;var0;var1;formula
28;36;false;true;Neg (Conj (Var (O), Conj (Var (S (O)), Neg (Var (O)))))
33;43;true;false;Neg (Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
25;32;true;false;Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))
25;32;false;true;Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))
25;32;false;false;Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))
23;30;false;_;Neg (Conj (Var (O), Conj (Var (O), Var (O))))
26;34;false;_;Neg (Conj (Var (O), Conj (Var (O), Neg (Var (O)))))
28;36;false;true;Neg (Conj (Var (O), Conj (Neg (Var (O)), Var (S (O)))))
26;34;true;_;Neg (Conj (Var (O), Conj (Neg (Var (O)), Var (O))))
29;38;false;_;Neg (Conj (Var (O), Conj (Neg (Var (O)), Neg (Var (O)))))
20;25;false;false;Neg (Conj (Neg (Var (S (O))), Var (O)))
20;25;true;true;Neg (Conj (Neg (Var (O)), Var (S (O))))
20;25;true;false;Neg (Conj (Neg (Var (O)), Var (S (O))))
20;25;false;false;Neg (Conj (Neg (Var (O)), Var (S (O))))
18;23;true;_;Neg (Conj (Neg (Var (O)), Var (O)))
18;23;false;_;Neg (Conj (Neg (Var (O)), Var (O)))
23;29;true;true;Neg (Conj (Neg (Var (O)), Neg (Var (S (O)))))
23;29;true;false;Neg (Conj (Neg (Var (O)), Neg (Var (S (O)))))
23;29;false;true;Neg (Conj (Neg (Var (O)), Neg (Var (S (O)))))
21;27;true;_;Neg (Conj (Neg (Var (O)), Neg (Var (O))))
26;37;true;_;Neg (Conj (Neg (Var (O)), Disj (Var (O), Var (O))))
26;37;false;_;Neg (Conj (Neg (Var (O)), Disj (Var (O), Var (O))))
28;36;true;true;Neg (Conj (Neg (Var (O)), Conj (Var (S (O)), Var (O))))
28;36;true;false;Neg (Conj (Neg (Var (O)), Conj (Var (S (O)), Var (O))))
28;36;true;true;Neg (Conj (Neg (Var (O)), Conj (Var (O), Var (S (O)))))
26;34;true;_;Neg (Conj (Neg (Var (O)), Conj (Var (O), Var (O))))
25;32;true;false;Neg (Conj (Conj (Var (O), Var (O)), Var (S (O))))
16;22;_;true;Disj (Var (S (O)), Var (S (O)))
14;20;true;true;Disj (Var (S (O)), Var (O))
14;20;true;false;Disj (Var (S (O)), Var (O))
14;20;false;true;Disj (Var (S (O)), Var (O))
19;26;_;true;Disj (Var (S (O)), Neg (Var (S (O))))
19;26;_;false;Disj (Var (S (O)), Neg (Var (S (O))))
17;24;true;true;Disj (Var (S (O)), Neg (Var (O)))
17;24;false;true;Disj (Var (S (O)), Neg (Var (O)))
17;24;false;false;Disj (Var (S (O)), Neg (Var (O)))
22;30;_;true;Disj (Var (S (O)), Neg (Neg (Var (S (O)))))
20;28;true;true;Disj (Var (S (O)), Neg (Neg (Var (O))))
20;28;true;false;Disj (Var (S (O)), Neg (Neg (Var (O))))
20;28;false;true;Disj (Var (S (O)), Neg (Neg (Var (O))))
23;32;false;true;Disj (Var (S (O)), Neg (Neg (Neg (Var (O)))))
28;39;true;true;Disj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O)))))
25;38;false;true;Disj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
25;38;false;false;Disj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
27;37;true;true;Disj (Var (S (O)), Neg (Conj (Var (S (O)), Var (O))))
27;37;true;true;Disj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
27;37;false;true;Disj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
25;35;true;true;Disj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
25;35;false;true;Disj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
26;38;_;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
24;36;true;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (O)))
24;36;false;true;Disj (Var (S (O)), Disj (Var (S (O)), Var (O)))
24;36;true;true;Disj (Var (S (O)), Disj (Var (O), Var (S (O))))
24;36;false;true;Disj (Var (S (O)), Disj (Var (O), Var (S (O))))
22;34;true;true;Disj (Var (S (O)), Disj (Var (O), Var (O)))
22;34;true;false;Disj (Var (S (O)), Disj (Var (O), Var (O)))
22;34;false;true;Disj (Var (S (O)), Disj (Var (O), Var (O)))
27;40;false;true;Disj (Var (S (O)), Disj (Var (O), Neg (Var (S (O)))))
30;45;true;true;Disj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O))))
26;35;_;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
24;33;true;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (O)))
24;33;false;true;Disj (Var (S (O)), Conj (Var (S (O)), Var (O)))
27;37;false;true;Disj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
34;46;true;true;Disj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
32;44;true;true;Disj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
24;33;true;true;Disj (Var (S (O)), Conj (Var (O), Var (S (O))))
24;33;false;true;Disj (Var (S (O)), Conj (Var (O), Var (S (O))))
22;31;true;true;Disj (Var (S (O)), Conj (Var (O), Var (O)))
22;31;true;false;Disj (Var (S (O)), Conj (Var (O), Var (O)))
22;31;false;true;Disj (Var (S (O)), Conj (Var (O), Var (O)))
27;37;true;false;Disj (Var (S (O)), Conj (Var (O), Neg (Var (S (O)))))
25;35;false;true;Disj (Var (S (O)), Conj (Var (O), Neg (Var (O))))
28;39;true;true;Disj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
30;45;true;true;Disj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
34;46;true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
32;44;true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
30;42;true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
30;42;true;false;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
27;37;false;true;Disj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
25;35;true;true;Disj (Var (S (O)), Conj (Neg (Var (O)), Var (O)))
28;39;false;true;Disj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
28;39;false;false;Disj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
14;20;true;true;Disj (Var (O), Var (S (O)))
14;20;true;false;Disj (Var (O), Var (S (O)))
14;20;false;true;Disj (Var (O), Var (S (O)))
12;18;true;_;Disj (Var (O), Var (O))
17;24;true;true;Disj (Var (O), Neg (Var (S (O))))
17;24;true;false;Disj (Var (O), Neg (Var (S (O))))
17;24;false;false;Disj (Var (O), Neg (Var (S (O))))
15;22;true;_;Disj (Var (O), Neg (Var (O)))
15;22;false;_;Disj (Var (O), Neg (Var (O)))
20;28;true;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
20;28;true;false;Disj (Var (O), Neg (Neg (Var (S (O)))))
20;28;false;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
18;26;true;_;Disj (Var (O), Neg (Neg (Var (O))))
23;32;true;false;Disj (Var (O), Neg (Neg (Neg (Var (S (O))))))
21;30;true;_;Disj (Var (O), Neg (Neg (Neg (Var (O)))))
21;30;false;_;Disj (Var (O), Neg (Neg (Neg (Var (O)))))
28;39;true;true;Disj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
26;37;true;_;Disj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
27;40;true;false;Disj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
25;38;false;false;Disj (Var (O), Neg (Disj (Var (S (O)), Var (O))))
25;38;false;false;Disj (Var (O), Neg (Disj (Var (O), Var (S (O)))))
23;36;true;_;Disj (Var (O), Neg (Disj (Var (O), Var (O))))
23;36;false;_;Disj (Var (O), Neg (Disj (Var (O), Var (O))))
27;37;true;true;Disj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
27;37;true;false;Disj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
25;35;true;true;Disj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
25;35;true;false;Disj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
25;35;false;true;Disj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
25;35;true;true;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
25;35;true;false;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
25;35;false;true;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
23;33;true;_;Disj (Var (O), Neg (Conj (Var (O), Var (O))))
23;33;false;_;Disj (Var (O), Neg (Conj (Var (O), Var (O))))
31;44;true;_;Disj (Var (O), Neg (Conj (Var (O), Conj (Var (O), Var (O)))))
24;36;true;true;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
24;36;true;false;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
24;36;false;true;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
22;34;true;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
22;34;true;false;Disj (Var (O), Disj (Var (S (O)), Var (O)))
22;34;false;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
27;40;true;false;Disj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
25;38;true;false;Disj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
25;38;false;true;Disj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
30;45;true;true;Disj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
30;45;true;false;Disj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
22;34;true;true;Disj (Var (O), Disj (Var (O), Var (S (O))))
22;34;true;false;Disj (Var (O), Disj (Var (O), Var (S (O))))
22;34;false;true;Disj (Var (O), Disj (Var (O), Var (S (O))))
20;32;true;_;Disj (Var (O), Disj (Var (O), Var (O)))
25;38;true;false;Disj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
23;36;true;_;Disj (Var (O), Disj (Var (O), Neg (Var (O))))
30;45;true;true;Disj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
30;45;true;true;Disj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
28;43;true;_;Disj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
25;38;true;true;Disj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
25;38;true;false;Disj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
25;38;false;true;Disj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
23;36;true;_;Disj (Var (O), Disj (Neg (Var (O)), Var (O)))
24;33;true;true;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
24;33;true;false;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
24;33;false;true;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
22;31;true;true;Disj (Var (O), Conj (Var (S (O)), Var (O)))
22;31;true;false;Disj (Var (O), Conj (Var (S (O)), Var (O)))
27;37;true;false;Disj (Var (O), Conj (Var (S (O)), Neg (Var (S (O)))))
25;35;true;false;Disj (Var (O), Conj (Var (S (O)), Neg (Var (O))))
25;35;false;true;Disj (Var (O), Conj (Var (S (O)), Neg (Var (O))))
28;39;true;true;Disj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
30;45;true;true;Disj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
34;46;true;true;Disj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
34;46;false;true;Disj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Disj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;44;true;true;Disj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;42;true;true;Disj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
30;42;true;false;Disj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
22;31;true;true;Disj (Var (O), Conj (Var (O), Var (S (O))))
22;31;true;false;Disj (Var (O), Conj (Var (O), Var (S (O))))
20;29;true;_;Disj (Var (O), Conj (Var (O), Var (O)))
25;35;true;false;Disj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
23;33;true;_;Disj (Var (O), Conj (Var (O), Neg (Var (O))))
28;39;true;true;Disj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
26;37;true;_;Disj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
30;45;true;true;Disj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;45;true;false;Disj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;45;true;true;Disj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
28;43;true;_;Disj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
32;44;true;true;Disj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;42;true;true;Disj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
30;42;true;true;Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;40;true;_;Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
33;46;true;false;Disj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
38;53;true;true;Disj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;51;true;_;Disj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
25;35;true;true;Disj (Var (O), Conj (Neg (Var (O)), Var (S (O))))
25;35;true;false;Disj (Var (O), Conj (Neg (Var (O)), Var (S (O))))
25;35;false;true;Disj (Var (O), Conj (Neg (Var (O)), Var (S (O))))
23;33;true;_;Disj (Var (O), Conj (Neg (Var (O)), Var (O)))
28;39;false;false;Disj (Var (O), Conj (Neg (Var (O)), Neg (Var (S (O)))))
26;37;false;_;Disj (Var (O), Conj (Neg (Var (O)), Neg (Var (O))))
28;40;true;_;Disj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
19;26;_;false;Disj (Neg (Var (S (O))), Var (S (O)))
17;24;true;true;Disj (Neg (Var (S (O))), Var (O))
17;24;true;false;Disj (Neg (Var (S (O))), Var (O))
17;24;false;false;Disj (Neg (Var (S (O))), Var (O))
17;24;true;true;Disj (Neg (Var (O)), Var (S (O)))
17;24;false;true;Disj (Neg (Var (O)), Var (S (O)))
17;24;false;false;Disj (Neg (Var (O)), Var (S (O)))
15;22;true;_;Disj (Neg (Var (O)), Var (O))
15;22;false;_;Disj (Neg (Var (O)), Var (O))
20;28;true;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
20;28;false;true;Disj (Neg (Var (O)), Neg (Var (S (O))))
20;28;false;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
18;26;false;_;Disj (Neg (Var (O)), Neg (Var (O)))
23;32;false;true;Disj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
21;30;true;_;Disj (Neg (Var (O)), Neg (Neg (Var (O))))
