unifs_etalon;unifs_ecceLN;var0;var1;formula
22;35;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
30;49;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
28;45;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
28;45;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
26;41;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
34;53;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
32;49;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
20;33;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
18;29;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
26;49;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;45;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
32;61;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
30;57;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
28;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
26;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
34;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
32;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
26;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
24;37;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
34;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
32;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
32;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
30;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
32;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
30;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
28;45;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
26;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
26;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
24;37;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
32;49;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
30;45;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
12;21;true;true;Conj (Var (O), Var (S (O)))
10;17;true;_;Conj (Var (O), Var (O))
14;23;true;false;Conj (Var (O), Neg (Var (S (O))))
16;25;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
14;21;true;_;Conj (Var (O), Neg (Neg (Var (O))))
22;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
20;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
20;39;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
20;41;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
18;37;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
18;37;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
22;46;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
22;47;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
20;42;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
26;56;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
24;52;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
24;52;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
18;37;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
18;36;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
16;33;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
20;42;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
20;43;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
18;38;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
24;52;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
24;51;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
22;48;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
24;52;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Var (S (O))))
22;48;true;_;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Var (O)))
26;53;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
26;53;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (S (O))))
24;49;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
26;53;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
24;49;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
24;49;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
24;49;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
24;48;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
22;45;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
26;54;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
30;65;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O)))))
30;66;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O)))))
28;61;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O))))
32;66;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
32;65;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
30;62;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
30;62;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
28;58;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
20;33;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
18;29;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
26;49;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
24;45;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
32;61;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
30;57;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Conj (Var (O), Var (O)), Var (O))))
28;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
26;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
34;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
32;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
26;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
24;37;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
34;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
32;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
32;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
30;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
32;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
30;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
18;29;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
16;25;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
20;31;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
20;29;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
26;49;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;45;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
24;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
24;44;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
22;41;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
30;57;true;true;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
30;56;true;false;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
28;53;true;_;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
26;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
24;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
34;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
32;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
32;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
24;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
22;33;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
26;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
32;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
28;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
36;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
34;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
30;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
28;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
36;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
34;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
26;41;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
24;37;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
26;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
24;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
32;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
