unifs_ecceLP;unifs_originalFN;var0;var1;formula
58;42;true;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
58;42;true;false;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
58;42;false;true;Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
28;20;true;true;Disj (Var (O), Var (S (O)))
28;20;true;false;Disj (Var (O), Var (S (O)))
28;20;false;true;Disj (Var (O), Var (S (O)))
24;18;true;_;Disj (Var (O), Var (O))
34;24;true;true;Disj (Var (O), Neg (Var (S (O))))
34;24;true;false;Disj (Var (O), Neg (Var (S (O))))
34;24;false;false;Disj (Var (O), Neg (Var (S (O))))
30;22;true;_;Disj (Var (O), Neg (Var (O)))
30;22;false;_;Disj (Var (O), Neg (Var (O)))
40;28;true;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
40;28;true;false;Disj (Var (O), Neg (Neg (Var (S (O)))))
40;28;false;true;Disj (Var (O), Neg (Neg (Var (S (O)))))
36;26;true;_;Disj (Var (O), Neg (Neg (Var (O))))
49;35;true;true;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
49;35;true;false;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
49;35;false;true;Disj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
45;33;true;_;Disj (Var (O), Neg (Conj (Var (O), Var (O))))
45;33;false;_;Disj (Var (O), Neg (Conj (Var (O), Var (O))))
47;36;true;false;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
47;36;false;true;Disj (Var (O), Disj (Var (S (O)), Var (S (O))))
43;34;true;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
43;34;true;false;Disj (Var (O), Disj (Var (S (O)), Var (O)))
43;34;false;true;Disj (Var (O), Disj (Var (S (O)), Var (O)))
43;34;true;true;Disj (Var (O), Disj (Var (O), Var (S (O))))
43;34;true;false;Disj (Var (O), Disj (Var (O), Var (S (O))))
43;34;false;true;Disj (Var (O), Disj (Var (O), Var (S (O))))
39;32;true;_;Disj (Var (O), Disj (Var (O), Var (O)))
47;33;true;true;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
47;33;true;false;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
47;33;false;true;Disj (Var (O), Conj (Var (S (O)), Var (S (O))))
43;31;true;true;Disj (Var (O), Conj (Var (S (O)), Var (O)))
43;31;true;false;Disj (Var (O), Conj (Var (S (O)), Var (O)))
43;31;true;true;Disj (Var (O), Conj (Var (O), Var (S (O))))
43;31;true;false;Disj (Var (O), Conj (Var (O), Var (S (O))))
39;29;true;_;Disj (Var (O), Conj (Var (O), Var (O)))
49;35;true;true;Disj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
49;35;true;false;Disj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
45;33;true;_;Disj (Var (O), Conj (Var (O), Neg (Var (O))))
58;42;true;true;Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
54;40;true;_;Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
36;26;_;true;Disj (Neg (Var (S (O))), Var (S (O)))
36;26;_;false;Disj (Neg (Var (S (O))), Var (S (O)))
32;24;true;true;Disj (Neg (Var (S (O))), Var (O))
32;24;true;false;Disj (Neg (Var (S (O))), Var (O))
32;24;false;false;Disj (Neg (Var (S (O))), Var (O))
37;28;true;false;Disj (Neg (Var (S (O))), Neg (Var (O)))
37;28;false;true;Disj (Neg (Var (S (O))), Neg (Var (O)))
37;28;false;false;Disj (Neg (Var (S (O))), Neg (Var (O)))
49;37;true;true;Disj (Neg (Var (S (O))), Conj (Var (O), Var (S (O))))
45;35;true;true;Disj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
45;35;true;false;Disj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
45;35;false;false;Disj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
32;24;true;true;Disj (Neg (Var (O)), Var (S (O)))
32;24;false;true;Disj (Neg (Var (O)), Var (S (O)))
32;24;false;false;Disj (Neg (Var (O)), Var (S (O)))
28;22;true;_;Disj (Neg (Var (O)), Var (O))
28;22;false;_;Disj (Neg (Var (O)), Var (O))
37;28;true;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
37;28;false;true;Disj (Neg (Var (O)), Neg (Var (S (O))))
37;28;false;false;Disj (Neg (Var (O)), Neg (Var (S (O))))
33;26;false;_;Disj (Neg (Var (O)), Neg (Var (O)))
45;38;false;false;Disj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
41;36;false;_;Disj (Neg (Var (O)), Disj (Var (O), Var (O)))
49;37;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
49;37;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
49;37;false;false;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
45;35;true;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
45;35;false;true;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
45;35;false;false;Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))
45;35;true;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
45;35;false;true;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
45;35;false;false;Disj (Neg (Var (O)), Conj (Var (O), Var (S (O))))
41;33;true;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
41;33;false;_;Disj (Neg (Var (O)), Conj (Var (O), Var (O)))
40;34;false;true;Disj (Disj (Var (O), Var (O)), Var (S (O)))
44;33;true;true;Disj (Conj (Var (O), Var (S (O))), Var (S (O)))
40;31;true;true;Disj (Conj (Var (O), Var (S (O))), Var (O))
45;35;true;true;Disj (Conj (Var (O), Var (S (O))), Neg (Var (O)))
40;31;true;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
40;31;true;false;Disj (Conj (Var (O), Var (O)), Var (S (O)))
40;31;false;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
36;29;true;_;Disj (Conj (Var (O), Var (O)), Var (O))
45;35;true;true;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
45;35;true;false;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
41;33;true;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
41;33;false;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
50;39;true;false;Disj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
54;44;true;_;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (O))))
57;47;true;false;Disj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
57;44;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
53;42;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;42;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;42;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
53;42;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
49;40;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
25;19;_;true;Conj (Var (S (O)), Var (S (O)))
21;17;true;true;Conj (Var (S (O)), Var (O))
23;21;false;true;Conj (Var (S (O)), Neg (Var (O)))
29;27;_;true;Conj (Var (S (O)), Neg (Neg (Var (S (O)))))
25;25;true;true;Conj (Var (S (O)), Neg (Neg (Var (O))))
27;29;false;true;Conj (Var (S (O)), Neg (Neg (Neg (Var (O)))))
29;33;true;true;Conj (Var (S (O)), Neg (Neg (Neg (Neg (Var (O))))))
41;40;_;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (O)))))
37;38;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (S (O))))))
33;36;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O)))))
31;35;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
37;41;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Neg (Var (S (O))))))
42;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (S (O)), Var (O))))
42;34;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
38;32;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
42;36;true;true;Conj (Var (S (O)), Neg (Conj (Neg (Var (O)), Var (O))))
44;35;_;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
40;33;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
40;33;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
46;37;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
40;33;true;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
40;33;false;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
36;31;true;true;Conj (Var (S (O)), Disj (Var (O), Var (O)))
42;35;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
44;37;true;true;Conj (Var (S (O)), Disj (Neg (Var (S (O))), Var (O)))
44;37;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
44;37;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (S (O))))
40;35;true;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
40;35;false;true;Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O)))
37;32;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
33;30;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))
35;34;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
41;40;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
37;38;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (O)))))
49;45;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
45;43;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
53;54;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;52;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
33;30;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
29;28;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
37;38;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
33;36;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
48;44;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;42;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
45;43;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
53;54;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
37;39;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
41;47;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
53;54;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;50;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
49;52;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
