unifs_ecceLP;unifs_ecceLN;var0;var1;formula
40;44;true;false;Disj (Disj (Var (S (O)), Var (O)), Var (O))
40;44;false;true;Disj (Disj (Var (S (O)), Var (O)), Var (O))
45;48;true;true;Disj (Disj (Var (S (O)), Var (O)), Neg (Var (O)))
44;48;true;true;Disj (Disj (Var (O), Var (S (O))), Var (S (O)))
44;48;true;false;Disj (Disj (Var (O), Var (S (O))), Var (S (O)))
44;48;false;true;Disj (Disj (Var (O), Var (S (O))), Var (S (O)))
40;44;true;true;Disj (Disj (Var (O), Var (S (O))), Var (O))
40;45;true;false;Disj (Disj (Var (O), Var (S (O))), Var (O))
40;43;false;true;Disj (Disj (Var (O), Var (S (O))), Var (O))
45;48;true;true;Disj (Disj (Var (O), Var (S (O))), Neg (Var (O)))
45;49;false;true;Disj (Disj (Var (O), Var (S (O))), Neg (Var (O)))
40;44;true;true;Disj (Disj (Var (O), Var (O)), Var (S (O)))
40;43;true;false;Disj (Disj (Var (O), Var (O)), Var (S (O)))
40;45;false;true;Disj (Disj (Var (O), Var (O)), Var (S (O)))
36;40;true;_;Disj (Disj (Var (O), Var (O)), Var (O))
45;48;true;true;Disj (Disj (Var (O), Var (O)), Neg (Var (S (O))))
45;49;true;false;Disj (Disj (Var (O), Var (O)), Neg (Var (S (O))))
45;50;false;false;Disj (Disj (Var (O), Var (O)), Neg (Var (S (O))))
41;44;true;_;Disj (Disj (Var (O), Var (O)), Neg (Var (O)))
41;46;false;_;Disj (Disj (Var (O), Var (O)), Neg (Var (O)))
53;60;true;true;Disj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
53;61;true;false;Disj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
53;61;false;true;Disj (Disj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
49;56;true;_;Disj (Disj (Var (O), Var (O)), Disj (Var (O), Var (O)))
57;61;true;true;Disj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
57;60;true;false;Disj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
57;62;false;true;Disj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
53;57;true;true;Disj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;56;true;false;Disj (Disj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;57;true;true;Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
53;56;true;false;Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
49;53;true;_;Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (O)))
45;50;true;true;Disj (Disj (Var (O), Neg (Var (O))), Var (S (O)))
45;49;true;false;Disj (Disj (Var (O), Neg (Var (O))), Var (S (O)))
45;49;false;true;Disj (Disj (Var (O), Neg (Var (O))), Var (S (O)))
45;48;false;false;Disj (Disj (Var (O), Neg (Var (O))), Var (S (O)))
41;46;true;_;Disj (Disj (Var (O), Neg (Var (O))), Var (O))
41;44;false;_;Disj (Disj (Var (O), Neg (Var (O))), Var (O))
45;49;true;true;Disj (Disj (Neg (Var (O)), Var (O)), Var (S (O)))
45;48;true;false;Disj (Disj (Neg (Var (O)), Var (O)), Var (S (O)))
45;50;false;true;Disj (Disj (Neg (Var (O)), Var (O)), Var (S (O)))
45;49;false;false;Disj (Disj (Neg (Var (O)), Var (O)), Var (S (O)))
41;45;true;_;Disj (Disj (Neg (Var (O)), Var (O)), Var (O))
41;45;false;_;Disj (Disj (Neg (Var (O)), Var (O)), Var (O))
48;49;_;true;Disj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
44;45;true;true;Disj (Conj (Var (S (O)), Var (S (O))), Var (O))
44;45;true;false;Disj (Conj (Var (S (O)), Var (S (O))), Var (O))
44;44;false;true;Disj (Conj (Var (S (O)), Var (S (O))), Var (O))
53;53;_;true;Disj (Conj (Var (S (O)), Var (S (O))), Neg (Var (S (O))))
53;54;_;false;Disj (Conj (Var (S (O)), Var (S (O))), Neg (Var (S (O))))
49;49;true;true;Disj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O)))
49;50;false;true;Disj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O)))
49;50;false;false;Disj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O)))
61;62;true;true;Disj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (S (O))))
61;61;false;true;Disj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (S (O))))
57;58;true;true;Disj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (O)))
57;58;true;false;Disj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (O)))
57;57;false;true;Disj (Conj (Var (S (O)), Var (S (O))), Conj (Var (O), Var (O)))
44;45;true;true;Disj (Conj (Var (S (O)), Var (O)), Var (S (O)))
44;45;false;true;Disj (Conj (Var (S (O)), Var (O)), Var (S (O)))
40;41;true;true;Disj (Conj (Var (S (O)), Var (O)), Var (O))
40;41;true;false;Disj (Conj (Var (S (O)), Var (O)), Var (O))
49;50;true;false;Disj (Conj (Var (S (O)), Var (O)), Neg (Var (S (O))))
45;45;true;true;Disj (Conj (Var (S (O)), Var (O)), Neg (Var (O)))
45;46;false;true;Disj (Conj (Var (S (O)), Var (O)), Neg (Var (O)))
45;46;false;false;Disj (Conj (Var (S (O)), Var (O)), Neg (Var (O)))
53;54;true;false;Disj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
49;50;true;true;Disj (Conj (Var (S (O)), Neg (Var (O))), Var (S (O)))
49;50;false;true;Disj (Conj (Var (S (O)), Neg (Var (O))), Var (S (O)))
45;46;true;true;Disj (Conj (Var (S (O)), Neg (Var (O))), Var (O))
45;46;true;false;Disj (Conj (Var (S (O)), Neg (Var (O))), Var (O))
45;45;false;true;Disj (Conj (Var (S (O)), Neg (Var (O))), Var (O))
44;45;true;true;Disj (Conj (Var (O), Var (S (O))), Var (S (O)))
44;45;false;true;Disj (Conj (Var (O), Var (S (O))), Var (S (O)))
40;41;true;true;Disj (Conj (Var (O), Var (S (O))), Var (O))
40;41;true;false;Disj (Conj (Var (O), Var (S (O))), Var (O))
45;45;true;true;Disj (Conj (Var (O), Var (S (O))), Neg (Var (O)))
45;46;false;true;Disj (Conj (Var (O), Var (S (O))), Neg (Var (O)))
45;46;false;false;Disj (Conj (Var (O), Var (S (O))), Neg (Var (O)))
40;41;true;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
40;40;true;false;Disj (Conj (Var (O), Var (O)), Var (S (O)))
40;41;false;true;Disj (Conj (Var (O), Var (O)), Var (S (O)))
36;37;true;_;Disj (Conj (Var (O), Var (O)), Var (O))
45;45;true;true;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
45;46;true;false;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
45;46;false;false;Disj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
41;41;true;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
41;42;false;_;Disj (Conj (Var (O), Var (O)), Neg (Var (O)))
50;51;true;true;Disj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
50;50;true;false;Disj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
50;51;false;true;Disj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
46;47;true;_;Disj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
58;58;true;true;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
58;59;true;false;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
58;59;false;true;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
58;59;false;false;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (S (O)))))
54;54;true;_;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (O))))
54;55;false;_;Disj (Conj (Var (O), Var (O)), Neg (Conj (Var (O), Var (O))))
57;61;true;false;Disj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
53;57;true;true;Disj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
53;57;true;false;Disj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
53;58;false;true;Disj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
53;57;true;true;Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
53;58;true;false;Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
53;57;false;true;Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
49;53;true;_;Disj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
57;58;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
57;57;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
57;58;false;true;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
53;54;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;53;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
53;54;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
53;53;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
49;50;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
58;58;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
58;59;true;false;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
54;54;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (O))))
66;67;true;true;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
62;63;true;_;Disj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
45;46;true;true;Disj (Conj (Var (O), Neg (Var (O))), Var (S (O)))
45;46;false;true;Disj (Conj (Var (O), Neg (Var (O))), Var (S (O)))
41;42;true;_;Disj (Conj (Var (O), Neg (Var (O))), Var (O))
50;51;true;false;Disj (Conj (Var (O), Neg (Var (O))), Neg (Var (S (O))))
50;51;false;false;Disj (Conj (Var (O), Neg (Var (O))), Neg (Var (S (O))))
46;47;false;_;Disj (Conj (Var (O), Neg (Var (O))), Neg (Var (O)))
58;59;true;true;Disj (Conj (Var (O), Neg (Var (O))), Conj (Var (O), Var (S (O))))
54;55;true;_;Disj (Conj (Var (O), Neg (Var (O))), Conj (Var (O), Var (O)))
53;54;true;true;Disj (Conj (Var (O), Conj (Var (O), Var (O))), Var (S (O)))
53;53;true;false;Disj (Conj (Var (O), Conj (Var (O), Var (O))), Var (S (O)))
53;54;false;true;Disj (Conj (Var (O), Conj (Var (O), Var (O))), Var (S (O)))
49;50;true;_;Disj (Conj (Var (O), Conj (Var (O), Var (O))), Var (O))
49;50;true;true;Disj (Conj (Neg (Var (O)), Var (S (O))), Var (S (O)))
49;50;false;true;Disj (Conj (Neg (Var (O)), Var (S (O))), Var (S (O)))
45;46;true;true;Disj (Conj (Neg (Var (O)), Var (S (O))), Var (O))
45;46;true;false;Disj (Conj (Neg (Var (O)), Var (S (O))), Var (O))
45;45;false;true;Disj (Conj (Neg (Var (O)), Var (S (O))), Var (O))
45;46;true;true;Disj (Conj (Neg (Var (O)), Var (O)), Var (S (O)))
45;46;false;true;Disj (Conj (Neg (Var (O)), Var (O)), Var (S (O)))
41;42;true;_;Disj (Conj (Neg (Var (O)), Var (O)), Var (O))
50;51;true;false;Disj (Conj (Neg (Var (O)), Var (O)), Neg (Var (S (O))))
50;51;false;false;Disj (Conj (Neg (Var (O)), Var (O)), Neg (Var (S (O))))
46;47;false;_;Disj (Conj (Neg (Var (O)), Var (O)), Neg (Var (O)))
58;59;true;true;Disj (Conj (Neg (Var (O)), Var (O)), Conj (Var (O), Var (S (O))))
54;55;true;_;Disj (Conj (Neg (Var (O)), Var (O)), Conj (Var (O), Var (O)))
53;54;true;true;Disj (Conj (Conj (Var (O), Var (O)), Var (O)), Var (S (O)))
53;53;true;false;Disj (Conj (Conj (Var (O), Var (O)), Var (O)), Var (S (O)))
53;54;false;true;Disj (Conj (Conj (Var (O), Var (O)), Var (O)), Var (S (O)))
49;50;true;_;Disj (Conj (Conj (Var (O), Var (O)), Var (O)), Var (O))
25;25;_;true;Conj (Var (S (O)), Var (S (O)))
21;21;true;true;Conj (Var (S (O)), Var (O))
23;23;false;true;Conj (Var (S (O)), Neg (Var (O)))
29;29;_;true;Conj (Var (S (O)), Neg (Neg (Var (S (O)))))
25;25;true;true;Conj (Var (S (O)), Neg (Neg (Var (O))))
27;27;false;true;Conj (Var (S (O)), Neg (Neg (Neg (Var (O)))))
29;29;true;true;Conj (Var (S (O)), Neg (Neg (Neg (Neg (Var (O))))))
41;41;_;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;37;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (S (O)), Var (O)))))
37;37;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (S (O))))))
33;33;true;true;Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O)))))
31;31;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Var (O))))
37;37;false;true;Conj (Var (S (O)), Neg (Disj (Var (O), Neg (Var (S (O))))))
42;43;false;true;Conj (Var (S (O)), Neg (Conj (Var (S (O)), Var (O))))
42;43;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (S (O)))))
38;39;false;true;Conj (Var (S (O)), Neg (Conj (Var (O), Var (O))))
42;43;true;true;Conj (Var (S (O)), Neg (Conj (Neg (Var (O)), Var (O))))
42;43;false;true;Conj (Var (S (O)), Neg (Conj (Neg (Var (O)), Var (O))))
54;55;false;true;Conj (Var (S (O)), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
50;51;false;true;Conj (Var (S (O)), Neg (Conj (Conj (Var (O), Var (O)), Var (O))))
44;45;_;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))
40;41;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
40;40;false;true;Conj (Var (S (O)), Disj (Var (S (O)), Var (O)))
46;46;true;true;Conj (Var (S (O)), Disj (Var (S (O)), Neg (Var (O))))
40;41;true;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
40;41;false;true;Conj (Var (S (O)), Disj (Var (O), Var (S (O))))
36;37;true;true;Conj (Var (S (O)), Disj (Var (O), Var (O)))
42;42;true;true;Conj (Var (S (O)), Disj (Var (O), Neg (Var (O))))
52;56;true;true;Conj (Var (S (O)), Disj (Disj (Var (O), Var (O)), Var (S (O))))
52;57;false;true;Conj (Var (S (O)), Disj (Disj (Var (O), Var (O)), Var (S (O))))
48;52;true;true;Conj (Var (S (O)), Disj (Disj (Var (O), Var (O)), Var (O)))
60;61;_;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
56;57;true;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
56;56;false;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
56;57;true;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (O)), Var (S (O))))
56;57;false;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (O)), Var (S (O))))
52;53;true;true;Conj (Var (S (O)), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
56;57;true;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
56;57;false;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
52;53;true;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (S (O))), Var (O)))
52;53;true;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (O)), Var (S (O))))
52;53;false;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (O)), Var (S (O))))
48;49;true;true;Conj (Var (S (O)), Disj (Conj (Var (O), Var (O)), Var (O)))
37;37;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))
33;33;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))
35;35;false;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O))))
41;41;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
37;37;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Neg (Neg (Var (O)))))
49;49;_;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;45;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
45;45;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
53;53;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;49;true;true;Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
33;33;true;true;Conj (Var (S (O)), Conj (Var (O), Var (S (O))))
29;29;true;true;Conj (Var (S (O)), Conj (Var (O), Var (O)))
37;37;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
33;33;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
48;49;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (S (O)), Var (O))))
44;45;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O))))
60;61;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O)))))
56;57;true;true;Conj (Var (S (O)), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
45;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
53;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
37;37;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
41;41;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
53;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
49;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;45;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
35;35;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
33;33;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
47;47;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;45;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
41;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
41;41;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
37;37;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
49;49;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
45;45;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
21;21;true;true;Conj (Var (O), Var (S (O)))
17;17;true;_;Conj (Var (O), Var (O))
23;23;true;false;Conj (Var (O), Neg (Var (S (O))))
25;25;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
21;21;true;_;Conj (Var (O), Neg (Neg (Var (O))))
27;27;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
29;29;true;true;Conj (Var (O), Neg (Neg (Neg (Neg (Var (S (O)))))))
25;25;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
37;37;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
33;33;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
33;33;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
29;29;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
35;35;true;false;Conj (Var (O), Neg (Neg (Conj (Var (O), Neg (Var (S (O)))))))
41;41;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (S (O)))))))
37;37;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
35;35;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
33;33;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
47;47;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Disj (Var (S (O)), Var (S (O))))))
33;33;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
35;35;true;true;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (S (O))))))
31;31;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
42;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
38;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
44;45;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
38;39;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
40;41;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
42;43;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
42;43;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
42;43;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
38;39;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
50;54;true;false;Conj (Var (O), Neg (Conj (Disj (Var (O), Var (O)), Var (S (O)))))
54;55;true;false;Conj (Var (O), Neg (Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))))
50;51;true;false;Conj (Var (O), Neg (Conj (Conj (Var (S (O)), Var (O)), Var (O))))
54;55;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (S (O))), Var (S (O)))))
50;51;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (S (O))), Var (O))))
50;51;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Var (S (O)))))
55;56;true;true;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
51;52;true;_;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Neg (Var (O)))))
63;64;true;false;Conj (Var (O), Neg (Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
51;52;true;_;Conj (Var (O), Neg (Conj (Conj (Neg (Var (O)), Var (O)), Var (O))))
40;41;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
36;37;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
36;37;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
46;46;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
46;47;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
42;42;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
55;56;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
51;52;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
51;52;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
36;37;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
36;36;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
32;33;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
42;42;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
42;43;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
38;38;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
51;52;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
51;51;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
47;48;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
36;41;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
52;56;true;true;Conj (Var (O), Disj (Disj (Var (S (O)), Var (O)), Var (S (O))))
52;55;true;false;Conj (Var (O), Disj (Disj (Var (S (O)), Var (O)), Var (S (O))))
48;52;true;true;Conj (Var (O), Disj (Disj (Var (S (O)), Var (O)), Var (O)))
48;52;true;false;Conj (Var (O), Disj (Disj (Var (S (O)), Var (O)), Var (O)))
52;56;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (S (O))), Var (S (O))))
52;56;true;false;Conj (Var (O), Disj (Disj (Var (O), Var (S (O))), Var (S (O))))
48;52;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (S (O))), Var (O)))
48;53;true;false;Conj (Var (O), Disj (Disj (Var (O), Var (S (O))), Var (O)))
48;52;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Var (S (O))))
48;51;true;false;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Var (S (O))))
44;48;true;_;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Var (O)))
53;56;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Neg (Var (S (O)))))
53;57;true;false;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Neg (Var (S (O)))))
49;52;true;_;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Neg (Var (O))))
61;65;true;true;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
61;64;true;false;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
57;61;true;_;Conj (Var (O), Disj (Disj (Var (O), Var (O)), Conj (Var (O), Var (O))))
49;53;true;_;Conj (Var (O), Disj (Disj (Neg (Var (O)), Var (O)), Var (O)))
56;57;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
52;53;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
52;53;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (S (O))), Var (O)))
52;53;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (S (O))))
48;49;true;true;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
48;49;true;false;Conj (Var (O), Disj (Conj (Var (S (O)), Var (O)), Var (O)))
