unifs_originalFN;unifs_ecceFN;var0;var1;formula
38;39;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (S (O))))))
36;35;true;true;Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O)))))
43;48;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
41;44;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
52;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;44;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
39;40;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))
52;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
52;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
50;49;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
50;53;true;true;Conj (Var (S (O)), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
34;40;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O))))
36;38;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O))))
47;53;false;true;Conj (Var (S (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
43;52;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
41;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O)))
41;48;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
39;44;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
17;22;true;true;Conj (Var (O), Var (S (O)))
15;18;true;_;Conj (Var (O), Var (O))
21;24;true;false;Conj (Var (O), Neg (Var (S (O))))
25;26;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
23;22;true;_;Conj (Var (O), Neg (Neg (Var (O))))
29;28;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
31;26;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
38;39;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
36;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
36;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
34;31;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
45;40;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
37;36;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
39;34;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
39;34;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
41;32;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
34;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
32;35;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
38;41;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
36;37;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
43;44;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
32;35;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
34;33;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
36;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
36;37;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
34;33;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
38;35;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (O)))))
33;44;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
31;40;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
31;40;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
37;52;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
42;57;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
31;40;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
31;39;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
29;36;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
42;51;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
40;48;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
44;52;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
30;35;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
28;31;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
38;39;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
36;35;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
43;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
41;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
52;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
39;40;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
52;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
52;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
50;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
50;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
28;31;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
26;27;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
32;33;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
36;35;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
34;31;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
40;37;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
45;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
48;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
45;48;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
43;44;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
42;49;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
41;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
39;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
52;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
52;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
50;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
39;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
37;36;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
43;42;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
45;40;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
52;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
50;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
50;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
48;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
59;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
43;45;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
50;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
48;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
32;36;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
38;42;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
43;45;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
39;44;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
41;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
39;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
39;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
37;40;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
43;46;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
45;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
52;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
50;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
50;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
48;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
59;58;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
21;27;true;false;Conj (Neg (Var (S (O))), Var (O))
27;33;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;29;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
29;31;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
32;36;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
43;45;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
21;27;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;29;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
23;25;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
29;31;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
31;29;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
39;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
39;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
37;33;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
36;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;40;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
36;40;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
34;36;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
34;40;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
36;38;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
42;44;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
47;53;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
49;51;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
49;54;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
40;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
36;41;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
40;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
