unifs_originalFP;unifs_ecceFN;var0;var1;formula
38;53;true;true;Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
14;22;true;true;Conj (Var (O), Var (S (O)))
12;18;true;_;Conj (Var (O), Var (O))
17;24;true;false;Conj (Var (O), Neg (Var (S (O))))
20;26;true;true;Conj (Var (O), Neg (Neg (Var (S (O)))))
18;22;true;_;Conj (Var (O), Neg (Neg (Var (O))))
23;28;true;false;Conj (Var (O), Neg (Neg (Neg (Var (S (O))))))
24;26;true;_;Conj (Var (O), Neg (Neg (Neg (Neg (Var (O))))))
30;39;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
28;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O)))))
28;35;true;true;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O))))))
26;31;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O)))))
34;40;true;_;Conj (Var (O), Neg (Neg (Conj (Var (O), Conj (Var (O), Var (O))))))
27;36;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O)))))
28;34;true;false;Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O)))))
28;34;true;false;Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O)))))
29;32;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
27;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
25;35;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
30;41;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
28;37;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
33;44;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
25;35;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
26;33;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
28;37;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
28;37;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
26;33;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
24;44;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
22;40;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
22;40;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
27;52;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
30;57;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
22;40;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
22;39;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
20;36;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
30;52;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
28;48;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
24;35;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
22;31;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
30;39;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
28;35;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
34;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
40;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
40;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
40;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
38;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
38;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
22;31;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
20;27;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
25;33;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
28;35;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
26;31;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
34;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
35;45;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
33;44;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
30;49;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
40;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
40;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
38;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;36;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
33;42;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
34;40;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
40;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
38;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
38;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;45;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
44;54;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
33;45;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
38;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
36;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
25;36;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
30;42;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
33;45;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
30;44;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
32;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
30;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
30;44;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;40;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
33;46;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
34;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
40;57;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
38;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
38;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
36;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
44;58;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
17;27;true;false;Conj (Neg (Var (S (O))), Var (O))
22;33;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
20;29;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
23;31;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
25;36;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
33;45;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
17;27;false;true;Conj (Neg (Var (O)), Var (S (O)))
20;29;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
18;25;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
23;31;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
24;29;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
28;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
28;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
26;33;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
28;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
28;40;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
26;36;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
27;40;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
28;38;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
37;53;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
38;51;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
28;41;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
31;43;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
29;39;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
38;54;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
37;57;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
24;39;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
22;35;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
24;39;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
22;35;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
32;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
32;48;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
30;44;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
22;35;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
20;31;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
25;37;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
28;39;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
26;35;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
32;48;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
30;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
38;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
30;44;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
28;40;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
33;46;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
38;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
38;53;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
36;49;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
36;53;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
