unifs_ecceFP;unifs_ecceLN;var0;var1;formula
31;31;true;_;Conj (Var (O), Neg (Disj (Neg (Var (O)), Neg (Var (O)))))
38;43;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O)))))
34;39;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))
36;45;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
36;45;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
34;39;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
32;41;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
36;43;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
36;43;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
36;43;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
32;39;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
34;44;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (O)))))
36;41;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
32;37;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
32;37;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
38;46;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
38;47;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
34;42;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
44;56;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
40;52;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
40;52;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
32;37;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
32;36;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
28;33;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
34;42;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
34;43;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
30;38;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
40;52;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
36;48;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
30;41;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
44;53;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
40;49;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
40;49;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
40;48;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
36;45;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
42;54;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
38;49;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
48;62;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
48;62;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
44;58;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
33;33;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
29;29;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
37;37;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
33;33;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
44;49;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
40;45;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
45;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
41;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
53;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
49;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
41;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
37;37;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
41;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
53;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
49;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
49;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
45;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
49;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
45;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
29;29;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
25;25;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
31;31;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
33;33;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
29;29;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
35;35;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
41;41;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
37;37;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
43;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
41;41;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O))))))
42;47;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
44;49;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
40;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
40;45;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
40;45;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
40;44;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
36;41;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
44;53;true;_;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
41;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
37;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
41;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
53;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
49;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
49;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
45;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
37;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
33;33;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
39;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
41;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
37;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
49;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
45;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
45;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
41;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
47;47;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
53;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
49;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
39;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
45;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
45;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
41;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
47;47;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
53;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
49;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
31;31;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
37;37;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
35;35;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Neg (Var (O)))))
39;39;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
41;41;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
37;37;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
41;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
37;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
49;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
45;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
37;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
33;33;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
39;39;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
41;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
37;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
49;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
45;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
45;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
41;41;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
47;47;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
53;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
49;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
23;23;true;false;Conj (Neg (Var (S (O))), Var (O))
29;29;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
25;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
27;27;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
31;31;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
37;37;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
39;39;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
39;39;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
23;23;false;true;Conj (Neg (Var (O)), Var (S (O)))
25;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
21;21;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
27;27;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
29;29;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
25;25;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
39;39;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
37;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
33;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
33;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
29;29;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
36;41;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
36;41;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
32;37;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
38;43;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
34;38;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
34;39;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
35;35;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
33;33;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
39;39;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
47;47;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
45;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
59;59;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
45;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
39;39;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
35;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
33;33;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
35;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
31;31;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
45;45;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
47;47;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
37;37;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
33;33;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
33;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
29;29;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
41;41;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
37;37;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
33;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
29;29;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
33;33;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
45;45;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
41;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
41;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
37;37;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
29;29;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
25;25;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
31;31;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
33;33;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
29;29;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
43;43;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
40;45;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
40;45;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
36;41;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
41;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
37;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
49;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
45;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
37;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
33;33;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
39;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
37;37;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
49;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
45;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
45;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
41;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
39;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Neg (Var (S (O))), Var (O)))
45;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
41;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
